033;UNILEVER;ASEO PERSONAL;SHAMPOO;965165;7702006922401;DOVE;SH + AC;RECONSTRUCCION  COMP;BOTELLA;2x400ml;Super Descuento;24354,2;1;24354,2;;X;23800
031;UNILEVER;ASEO PERSONAL;SHAMPOO;551986;;DOVE;SHAMPOO;RECONSTRUCCION  COMP;BOTELLA;400ml;;#N/D;1;#N/D;;;#N/D
025;UNILEVER;ASEO PERSONAL;SHAMPOO;84153301;7702006000345;SEDAL;SHAMPOO;CERAMIDAS;SACHETS;20x18ml;;7399,64;1;7399,64;;;10000
041;UNILEVER;ASEO PERSONAL;SHAMPOO;84157938;7702006000482;SEDAL;SHAMPOO;CERAMIDAS;SACHETS;20x18ml;;7399,64;1;7399,64;;;10000
043;UNILEVER;ASEO PERSONAL;SHAMPOO;84160062;7702006920032;SEDAL;SHAMPOO + ACONDICIONADOR;CERAMIDAS;BOTELLA;2x350ml;Precio Especial;17219,04;1;17219,04;;X;11750
037;UNILEVER;ASEO PERSONAL;SHAMPOO;579423;7791293003283;SEDAL;SHAMPOO;CERAMIDAS;BOTELLA;350ml;;9749,8;1;9749,8;;;11750
040;UNILEVER;ASEO PERSONAL;SHAMPOO;84151914;7702006000130;SEDAL;SHAMPOO;KERATINA + ANTIOXIDANTES;SACHETS;20x18ml;;7399,64;1;7399,64;;;10000
036;UNILEVER;ASEO PERSONAL;SHAMPOO;84151478;7506306233188;SEDAL;SHAMPOO;KERATINA + ANTIOXIDANTES;BOTELLA;350ml;;9749,8;1;9749,8;;;11750
035;UNILEVER;ASEO PERSONAL;SHAMPOO;579339;7702006912891;SEDAL;SHAMPOO;LISO PERFECTO;BOTELLA;350ml;;9749,8;1;9749,8;;;11750
034;UNILEVER;ASEO PERSONAL;SHAMPOO;84153556;7506306226333;TRESEMME;SHAMPOO;BLINDAJE  PLATINUM;BOTELLA;400ml;;12792,48;1;12792,48;;;14900
042;UNILEVER;ASEO PERSONAL;SHAMPOO;84151971;7702006000208;TRESEMME;SHAMPOO;BLINDAJE PLATINUM;SACHETS;20x15ml;;7399,64;1;7399,64;;;10000
068;UNILEVER;ASEO PERSONAL;TALCO;579248;7791293895062;REXONA;TALCO;EFFICENT;AEROSOL;102g;;10495,68;1;10495,68;;;12450
;UNILEVER;ASEO PERSONAL;TALCO;575867;7702006925327;REXONA;TALCO;EFFICENT;AEROSOL;2x102g;Super Oferta;17875,6;1;17875,6;;X;21200
028;UNILEVER;ASEO PERSONAL;TALCO;586302;7791293051123;REXONA;TALCO;EFFICIENT;BOTELLA;100g;;5412,56;1;5412,56;;;6400
027;UNILEVER;ASEO PERSONAL;TALCO;576931;7702006150064;REXONA;TALCO;EFFICIENT;BOTELLA;260g;Gratis 60g;11152,24;1;11152,24;;X;13200
029;UNILEVER;ASEO PERSONAL;TALCO;586301;7702006051118;REXONA;TALCO;EFFICIENT;BOTELLA;60g;;3272,36;1;3272,36;;;3890
